Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ENSG00000236543		ENSG00000236543	"Novel beta-lactoglobulin-like protein"		9	135604345-135619893	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enriched"	"Detected in single"	31	"skin 1: 8.4"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skin - Keratinocyte (granular)"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 13: Skin - Cornification"		"Cluster 34: Testis cancer - Unknown function"																						
ENSG00000269095		ENSG00000269095	"Novel protein"		19	17235940-17255448	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Low tissue specificity"	"Detected in some"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA				"Cluster 53: Non-specific - Glycosylation"	"Cluster 25: Non-specific - Transcription"	"Cluster 34: Testis cancer - Unknown function"																						
ENSG00000290315		ENSG00000290315	"Novel protein"		3	49024345-49094071	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Not detected"	"Not detected"											"Region enriched"	"Detected in single"	5	"pons: 1.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA001400, HPA037677, HPA037678"	Uncertain		Approved	"Nucleoplasm,Cytosol,Rods & Rings"			NA	NA					"Cluster 45: Non-specific - Mixed function"	"Cluster 34: Testis cancer - Unknown function"			"Nucleoplasm, Cytosol"	"Rods & Rings"	"HPA001400: AB_1079139, HPA037677: AB_10671883, HPA037678: AB_2675603"																	
ERVFRD-1	"envFRD, ERVFRDE1, HERV-FRD, HERV-W/FRD, syncytin-2"	ENSG00000244476	"Endogenous retrovirus group FRD member 1, envelope"	P60508	6	11102489-11111725	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"placenta: 35.8"	"Cell type enriched"	"Detected in some"	35	"Syncytiotrophoblasts: 667.5"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	53	"testis cancer: 35.7"	"Adipose subcutaneous - Mast cells, Adipose visceral - Mast cells, Colon - Mast cells"									HPA011812			Uncertain	"Nucleoplasm,Plasma membrane,Actin filaments,Cytosol"			NA	NA				"Cluster 58: Placenta - Pregnancy"	"Cluster 15: Non-specific - Transcription"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	21	"Plasma membrane, Actin filaments"	"Nucleoplasm, Cytosol"	"HPA011812: AB_1857702"	"unprognostic (1.99e-1)"	"unprognostic (3.29e-4)"	"unprognostic (4.75e-2)"	"unprognostic (1.80e-1)"	"unprognostic (1.34e-1)"	"unprognostic (2.19e-3)"	"unprognostic (3.35e-1)"	"unprognostic (6.44e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.99e-1)"	"unprognostic (1.30e-2)"	"unprognostic (2.78e-3)"	"unprognostic (5.80e-4)"	"unprognostic (3.40e-2)"	"unprognostic (1.82e-1)"	"unprognostic (1.95e-2)"	"unprognostic (1.37e-2)"
ERVH48-1	"C21orf105, NDUFV3-AS1, SUPYN"	ENSG00000233056	"Endogenous retrovirus group 48 member 1"	M5A8F1	21	42916803-42925630	"Predicted intracellular proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	98	"placenta: 148.0"	"Group enriched"	"Detected in some"	21	"Cytotrophoblasts: 132.0;Extravillous trophoblasts: 280.0;Syncytiotrophoblasts: 77.7"	"Cancer enriched"	"Detected in some"	18	"testis cancer: 74.5"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	6	"neutrophil: 7.8"	"Lineage enriched"	"Detected in single"	12	"granulocytes: 7.8"	"Cancer enriched"	"Detected in many"	5	"testis cancer: 41.3"	"Prostate - Prostate glandular cells"														"Secreted in female reproductive system"	"No annotated function"	NA	NA		57000	"Cluster 21: Neutrophils - Unknown function"		"Cluster 4: Non-specific - mRNA splicing & Cell cycle"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 4: Extravillous trophoblasts - Unknown function"					"unprognostic (1.48e-1)"	"unprognostic (1.08e-1)"	"unprognostic (5.28e-2)"	"unprognostic (5.92e-2)"	"unprognostic (5.66e-2)"	"unprognostic (9.72e-2)"	"unprognostic (1.17e-1)"	"unprognostic (2.90e-1)"	"unprognostic (1.92e-2)"	"unprognostic (3.48e-1)"	"unprognostic (1.52e-2)"	"unprognostic (7.74e-2)"	"unprognostic (3.12e-3)"	"unprognostic (1.57e-1)"	"unprognostic (1.81e-1)"	"unprognostic (1.83e-2)"	"unprognostic (1.08e-2)"
ERVV-1	"ENVV1, FLJ32214, HERV-V1"	ENSG00000269526	"Endogenous retrovirus group V member 1, envelope"	B6SEH8	19	53013921-53016123	"Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in some"	9	"placenta: 15.5"	"Cell type enriched"	"Detected in some"	48	"Syncytiotrophoblasts: 396.2"	"Cancer enhanced"	"Detected in some"		"renal cancer: 0.6;urothelial cancer: 0.6"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	11	"testis cancer: 5.7"										HPA076115			Approved	Centrosome,Cytosol			NA	NA				"Cluster 58: Placenta - Pregnancy"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"		Cytosol	Centrosome	"HPA076115: "	"unprognostic (1.04e-3)"			"unprognostic (7.32e-3)"	"unprognostic (2.97e-1)"	"unprognostic (2.70e-2)"		"unprognostic (1.67e-2)"		"unprognostic (9.92e-2)"		"unprognostic (6.75e-2)"	"unprognostic (4.34e-5)"	"unprognostic (3.48e-2)"	"unprognostic (5.80e-2)"	"unprognostic (3.18e-1)"	"unprognostic (1.35e-1)"
ERVV-2	ENVV2	ENSG00000268964	"Endogenous retrovirus group V member 2, envelope"	B6SEH9	19	53044740-53051680	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	14	"placenta: 8.1"	"Cell type enriched"	"Detected in some"	30	"Syncytiotrophoblasts: 90.3"	"Cancer enhanced"	"Detected in single"		"renal cancer: 0.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	18	"testis cancer: 10.0"										HPA076115			Approved	Centrosome,Cytosol			NA	NA				"Cluster 58: Placenta - Pregnancy"	"Cluster 48: Non-specific - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"		Cytosol	Centrosome	"HPA076115: "				"unprognostic (3.14e-3)"		"unprognostic (2.06e-1)"				"unprognostic (1.31e-1)"			"unprognostic (4.33e-9)"	"unprognostic (3.01e-2)"	"unprognostic (1.68e-1)"	"unprognostic (1.05e-1)"	"unprognostic (2.60e-4)"
FANCD2	"FA-D2, FACD, FAD, FANCD"	ENSG00000144554	"FA complementation group D2"	Q9BXW9	3	10026370-10101932	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Cell cycle, DNA damage, DNA repair"		"Cancer-related genes, Disease variant, Fanconi anemia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 13.4;lymphoid tissue: 10.4"	"Cell type enhanced"	"Detected in many"		"Erythroid cells: 23.7;Oocytes: 35.3;Spermatocytes: 62.7;Spermatogonia: 25.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Lung - Mitotic cells (Lung), Stomach - Mitotic cells (Stomach), Testis - Spermatocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB016117, HPA063742"	Approved		Supported	"Nucleoplasm,Nucleoli,Nuclear bodies,Cytosol"			No	No			"Cluster 32: Basophils - Transcription"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 6: Non-specific - Immune response"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 52: Non-specific - Cell proliferation"	10	Nucleoplasm	"Nucleoli, Nuclear bodies, Cytosol"	"CAB016117: AB_2278211, HPA063742: AB_2685110"	"unprognostic (3.25e-2)"	"unprognostic (1.09e-1)"	"unprognostic (6.21e-2)"	"unprognostic (1.12e-2)"	"unprognostic (2.92e-1)"	"unprognostic (3.36e-2)"	"unprognostic (1.08e-5)"	"unprognostic (2.96e-2)"	"unprognostic (1.59e-3)"	"prognostic unfavorable (5.00e-5)"	"unprognostic (1.23e-2)"	"unprognostic (9.14e-2)"	"unprognostic (4.41e-10)"	"unprognostic (9.11e-3)"	"unprognostic (3.99e-1)"	"unprognostic (7.76e-2)"	"unprognostic (2.89e-2)"
FIGNL2		ENSG00000261308	"Fidgetin like 2"	A6NMB9	12	51817899-51848718	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 2.1;parathyroid gland: 2.1"	"Cell type enriched"	"Detected in some"	4	"Proximal tubular cells: 10.7"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"testis cancer: 11.7"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"										NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 15: Non-specific - Transcription"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 38: Proximal tubular cells - Transmembrane transport"					"unprognostic (1.83e-1)"	"unprognostic (3.77e-2)"	"unprognostic (2.26e-2)"	"unprognostic (7.36e-4)"	"unprognostic (1.99e-1)"	"unprognostic (2.45e-1)"	"unprognostic (1.57e-3)"	"unprognostic (2.71e-2)"	"unprognostic (4.75e-2)"	"unprognostic (6.40e-2)"	"unprognostic (9.78e-6)"	"unprognostic (7.95e-3)"	"unprognostic (9.65e-2)"	"unprognostic (1.15e-2)"	"unprognostic (1.31e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.48e-2)"
FLVCR2	"C14orf58, CCT, FLJ20371, MFSD7C, SLC49A2"	ENSG00000119686	"FLVCR heme transporter 2"	Q9UPI3	14	75578620-75663214	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 29.3"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 73.3;Kupffer cells: 41.1;Late spermatids: 139.4;Microglial cells: 39.4;Proximal enterocytes: 41.4;Syncytiotrophoblasts: 61.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	7	"classical monocyte: 14.1;intermediate monocyte: 14.6;myeloid DC: 7.6;non-classical monocyte: 11.9"	"Group enriched"	"Detected in many"	7	"dendritic cells: 7.6;monocytes: 14.6"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Macrophages, Lung - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA037984	Enhanced						NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 8: Immune cells - Immune response"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 58: Macrophages - Innate immune response"				"HPA037984: AB_10672733"	"unprognostic (2.42e-1)"	"unprognostic (4.85e-2)"	"unprognostic (4.19e-2)"	"unprognostic (2.32e-1)"	"unprognostic (1.24e-1)"	"unprognostic (4.44e-2)"	"unprognostic (8.72e-2)"	"unprognostic (2.78e-1)"	"unprognostic (3.64e-1)"	"unprognostic (1.91e-1)"	"unprognostic (2.22e-1)"	"unprognostic (4.80e-2)"	"prognostic favorable (2.53e-5)"	"unprognostic (6.69e-2)"	"unprognostic (9.94e-2)"	"unprognostic (9.38e-2)"	"unprognostic (1.16e-1)"
FOXH1	FAST1	ENSG00000160973	"Forkhead box H1"	O75593	8	144473412-144475849	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 6.7;retina: 2.0"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 3.0;Gastric mucus-secreting cells: 1.2;Paneth cells: 3.1;Spermatogonia: 1.6"	"Cancer enriched"	"Detected in some"	26	"testis cancer: 23.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"testis cancer: 6.4"	"Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 17: Neuronal - Synaptic function"		"Cluster 34: Testis cancer - Unknown function"	"Cluster 1: Erythroid cells - Oxygen transport"	48				"unprognostic (1.62e-1)"	"unprognostic (8.26e-2)"	"unprognostic (4.70e-2)"	"unprognostic (2.23e-2)"	"unprognostic (2.10e-1)"	"unprognostic (1.65e-1)"	"unprognostic (1.09e-2)"	"unprognostic (3.43e-1)"	"unprognostic (4.57e-2)"	"unprognostic (6.20e-2)"	"unprognostic (3.99e-1)"	"unprognostic (1.52e-1)"	"unprognostic (2.65e-8)"	"unprognostic (1.03e-1)"	"unprognostic (3.39e-2)"	"unprognostic (3.99e-1)"	"unprognostic (9.35e-3)"
FOXI3		ENSG00000214336	"Forkhead box I3"	A8MTJ6	2	88446787-88452693	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"placenta: 5.0;retina: 1.9"	"Group enriched"	"Detected in some"	4	"Cytotrophoblasts: 3.4;Muller glia cells: 6.3;Syncytiotrophoblasts: 2.4"	"Cancer enriched"	"Detected in some"	5	"testis cancer: 10.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	53	"testis cancer: 50.7"	"Testis - Spermatogonia"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 58: Placenta - Pregnancy"		"Cluster 34: Testis cancer - Unknown function"	"Cluster 24: Cytotrophoblasts - Mitochondria"					"unprognostic (2.72e-1)"	"unprognostic (1.20e-1)"	"unprognostic (2.92e-1)"	"unprognostic (6.72e-4)"		"unprognostic (8.11e-3)"		"unprognostic (1.36e-1)"		"unprognostic (6.58e-2)"				"unprognostic (5.29e-2)"	"unprognostic (1.15e-1)"		
FOXO4	"AFX1, MLLT7"	ENSG00000184481	"Forkhead box O4"	P98177	X	71095851-71103532	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, RAS pathway related proteins, Transcription factors"	"Cell cycle, Differentiation, Myogenesis, Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Cancer-related genes, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"placenta: 112.6"	"Group enriched"	"Detected in many"	16	"Cytotrophoblasts: 259.9;Syncytiotrophoblasts: 269.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"testis cancer: 22.8"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA039560, HPA040232"	Enhanced		Supported	"Nuclear speckles,Cytosol"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 24: Cytotrophoblasts - Mitochondria"	4	"Nuclear speckles"	Cytosol	"HPA039560: AB_2676572, HPA040232: AB_2676894"	"unprognostic (4.64e-2)"	"unprognostic (2.94e-2)"	"unprognostic (2.19e-1)"	"unprognostic (2.49e-1)"	"unprognostic (4.79e-2)"	"prognostic favorable (4.61e-4)"	"unprognostic (1.09e-1)"	"unprognostic (3.20e-2)"	"unprognostic (1.58e-1)"	"unprognostic (7.18e-2)"	"unprognostic (2.13e-2)"	"unprognostic (8.16e-2)"	"prognostic favorable (3.46e-4)"	"unprognostic (2.45e-2)"	"unprognostic (2.07e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.75e-3)"
GARIN1B	"FAM137A, FAM71F1, GARI-L1, NYD-SP18"	ENSG00000135248	"Golgi associated RAB2 interactor 1B"	Q96KD3	7	128709061-128731743	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	89	"testis: 91.3"	"Group enriched"	"Detected in some"	122	"Early spermatids: 809.7;Late spermatids: 2024.5"	"Cancer enriched"	"Detected in single"	23	"testis cancer: 4.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"testis cancer: 1.3"	"Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA021409			Approved	"Nucleoplasm,Nuclear bodies,Golgi apparatus,Cytosol"			NA	NA				"Cluster 42: Testis - Spermatogenesis"	"Cluster 51: Neurons - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 11: Late spermatids - Unknown function"		"Nuclear bodies, Golgi apparatus"	"Nucleoplasm, Cytosol"	"HPA021409: AB_2101627"	"unprognostic (3.09e-2)"	"unprognostic (3.39e-3)"		"unprognostic (6.03e-2)"	"unprognostic (5.25e-1)"	"unprognostic (2.97e-1)"	"unprognostic (1.20e-1)"	"unprognostic (4.67e-2)"	"unprognostic (2.17e-1)"	"unprognostic (1.95e-2)"	"unprognostic (1.00e-5)"	"unprognostic (1.48e-1)"	"unprognostic (2.18e-6)"	"unprognostic (6.97e-2)"	"unprognostic (2.09e-1)"	"unprognostic (2.19e-3)"	"unprognostic (1.99e-1)"
GCM1	"GCMA, hGCMa"	ENSG00000137270	"Glial cells missing transcription factor 1"	Q9NP62	6	53126961-53148841	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"placenta: 19.5"	"Group enriched"	"Detected in some"	6	"Extravillous trophoblasts: 248.2;Syncytiotrophoblasts: 245.1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.2"	"Low lineage specificity"	"Detected in single"			"Cancer enriched"	"Detected in single"	13	"testis cancer: 7.6"		"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA011343, HPA073469"	Enhanced		Approved	Vesicles			NA	NA				"Cluster 58: Placenta - Pregnancy"	"Cluster 48: Non-specific - Mixed function"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 4: Extravillous trophoblasts - Unknown function"	2	Vesicles		"HPA011343: AB_2668489, HPA073469: "	"unprognostic (2.81e-2)"	"unprognostic (4.09e-2)"	"unprognostic (1.89e-2)"	"unprognostic (1.53e-1)"	"unprognostic (3.17e-1)"	"unprognostic (7.68e-2)"	"unprognostic (8.47e-3)"	"unprognostic (2.83e-2)"	"unprognostic (2.81e-1)"	"unprognostic (4.04e-2)"	"unprognostic (1.42e-1)"	"unprognostic (5.98e-2)"	"unprognostic (1.29e-4)"	"unprognostic (1.86e-1)"	"unprognostic (7.42e-2)"		"unprognostic (2.96e-2)"
GDF3		ENSG00000184344	"Growth differentiation factor 3"	Q9NR23	12	7689784-7695775	"Disease related genes, Human disease related genes, Predicted secreted proteins"		"Cytokine, Developmental protein, Growth factor"	"Disease variant, Microphthalmia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"kidney: 2.8"	"Group enriched"	"Detected in some"	6	"Endothelial cells: 2.2;Granulosa cells: 1.7;Lymphatic endothelial cells: 6.1"	"Cancer enriched"	"Detected in some"	422	"testis cancer: 383.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	111	"testis cancer: 71.1"	"Kidney - Endothelial cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA018468	Uncertain				"Secreted to blood"	Cytokine	NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 34: Testis cancer - Unknown function"	"Cluster 54: Lymphatic endothelial cells - Lymph vessel development"				"HPA018468: AB_1849586"	"unprognostic (9.48e-2)"	"unprognostic (3.90e-2)"	"unprognostic (3.30e-2)"	"unprognostic (1.86e-2)"	"unprognostic (3.51e-1)"	"unprognostic (5.40e-2)"		"unprognostic (3.09e-1)"	"unprognostic (2.08e-1)"	"unprognostic (2.89e-1)"	"unprognostic (1.07e-1)"	"unprognostic (9.20e-2)"	"unprognostic (1.25e-3)"	"unprognostic (8.00e-3)"	"unprognostic (1.00e-1)"	"unprognostic (2.45e-1)"	"unprognostic (2.03e-1)"
GH2	"GH-V, GHL, GHV, hGH-V"	ENSG00000136487	"Growth hormone 2"	P01242	17	63880215-63881944	"Cancer-related genes, Predicted secreted proteins"		Hormone	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	79	"pituitary gland: 99.7;placenta: 123.9"	"Group enriched"	"Detected in some"	29	"Extravillous trophoblasts: 9.9;Syncytiotrophoblasts: 34.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	10	"testis cancer: 1.1"										HPA043715	Supported				"Secreted to blood"	Hormone	NA	NA		4200000		"Cluster 58: Placenta - Pregnancy"		"Cluster 34: Testis cancer - Unknown function"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"				"HPA043715: AB_2678632"															"unprognostic (1.02e-1)"		
GLB1	"EBP, ELNR1"	ENSG00000170266	"Galactosidase beta 1"	P16278	3	32996609-33097202	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		"Glycosidase, Hydrolase"	"Disease variant, Gangliosidosis, Mucopolysaccharidosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages, Breast - Fibroblasts, Colon - Macrophages, Liver - Hepatocytes, Lung - Macrophages, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB008382, HPA040610, HPA069503"	Enhanced		Supported	"Golgi apparatus,Vesicles"	"Intracellular and membrane"	Enzyme	NA	NA		2700000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 21: Non-specific - Metabolism"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 58: Macrophages - Innate immune response"	6	Vesicles	"Golgi apparatus"	"CAB008382: AB_590642, HPA040610: AB_2677039, HPA069503: AB_2686142"	"unprognostic (1.51e-2)"	"unprognostic (3.66e-2)"	"unprognostic (5.02e-3)"	"unprognostic (9.66e-3)"	"unprognostic (9.61e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.31e-3)"	"unprognostic (1.32e-1)"	"unprognostic (2.08e-1)"	"unprognostic (1.16e-1)"	"unprognostic (2.06e-1)"	"unprognostic (2.08e-1)"	"prognostic favorable (1.14e-5)"	"unprognostic (3.05e-1)"	"unprognostic (2.33e-1)"	"unprognostic (2.20e-1)"	"unprognostic (5.85e-2)"
